,path,query,alt,src
399,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of fingers crossed/drawingoffingerscrossed9.jpeg,drawing of fingers crossed,Explore the Best Snap Art | DeviantArt,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/44158aff-6fb8-4a67-96e9-1b9a2ce51e6f/dcp8bdr-8af2d190-e374-4994-ac64-60f2bd361c3b.png/v1/fit/w_375,h_375,q_70,strp/snap_it_off_by_chermidy_dcp8bdr-375w.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9NTAwMCIsInBhdGgiOiJcL2ZcLzQ0MTU4YWZmLTZmYjgtNGE2Ny05NmU5LTFiOWEyY2U1MWU2ZlwvZGNwOGJkci04YWYyZDE5MC1lMzc0LTQ5OTQtYWM2NC02MGYyYmQzNjFjM2IucG5nIiwid2lkdGgiOiI8PTUwMDAifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uub3BlcmF0aW9ucyJdfQ.uja-s4ZrhvSMG_pHQLCXN0_KmGZPxHJcr2_Krf4lXTA"
400,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of backoning hand/drawingofbackoninghand0.jpeg,drawing of backoning hand,"Superstition Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_png_social_portrait/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjY5LTA2Ny1wLWwxYWR0eGU0LnBuZw.png
401,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of backoning hand/drawingofbackoninghand1.jpeg,drawing of backoning hand,"Superstition Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxNy0xODEtdi5qcGc.jpg
402,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of backoning hand/drawingofbackoninghand2.jpeg,drawing of backoning hand,"Superstition Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_png_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjcyLTA5My1wLWwxbXY5M2pzLnBuZw.png
403,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of backoning hand/drawingofbackoninghand3.jpeg,drawing of backoning hand,"Superstition Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjY4LTEyOC14LmpwZw.jpg
404,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of backoning hand/drawingofbackoninghand4.jpeg,drawing of backoning hand,"Vintage Man Images | Free Public Domain Paintings, Graphics & Illustrations  - rawpixel",https://images.rawpixel.com/image_png_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjcyLTA3NS1wLWwxbXY3dTFjLnBuZw.png
405,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of handshake/drawingofhandshake0.jpeg,drawing of handshake,Handshake | Due to popular demand I have re-vamped my illust… | Flickr,https://live.staticflickr.com/3609/3575000735_6ba08467d9_b.jpg
406,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of backoning hand/drawingofbackoninghand5.jpeg,drawing of backoning hand,"Vintage Money Illustration Images | Free Photos, PNG Stickers, Wallpapers &  Backgrounds - rawpixel",https://images.rawpixel.com/image_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA0L2pvYjY3My0wNDYtdi5qcGc.jpg
407,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of handshake/drawingofhandshake1.jpeg,drawing of handshake,Business people doodle doing a handshake | Free Photo Illustration -  rawpixel,https://images.rawpixel.com/image_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjcwLTAwOTAtbDFiaXpkNnguanBn.jpg
408,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of backoning hand/drawingofbackoninghand6.jpeg,drawing of backoning hand,"Vintage Money Illustration Images | Free Photos, PNG Stickers, Wallpapers &  Backgrounds - rawpixel",https://images.rawpixel.com/image_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIzLTAzL2pvYjk3MS1lbGVtZW50LTAyNS12LmpwZw.jpg
409,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of handshake/drawingofhandshake2.jpeg,drawing of handshake,Business people doodle doing a handshake | Free Photo Illustration -  rawpixel,https://images.rawpixel.com/image_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxOC0xMDYteC5qcGc.jpg
410,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of backoning hand/drawingofbackoninghand7.jpeg,drawing of backoning hand,"Vintage Money Illustration Images | Free Photos, PNG Stickers, Wallpapers &  Backgrounds - rawpixel",https://images.rawpixel.com/image_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxNy0yMTYtdi5qcGc.jpg
411,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of handshake/drawingofhandshake3.jpeg,drawing of handshake,"Handshake Vintage Images | Free Photos, PNG Stickers, Wallpapers &  Backgrounds - rawpixel",https://images.rawpixel.com/image_png_social_landscape/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTEyL2pvYjk1OC0xODZfMS5wbmc.png
412,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of backoning hand/drawingofbackoninghand8.jpeg,drawing of backoning hand,"Vintage Money Illustration Images | Free Photos, PNG Stickers, Wallpapers &  Backgrounds - rawpixel",https://images.rawpixel.com/image_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA0L2pvYjY3NC0xNTktdl8xLmpwZw.jpg
413,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of backoning hand/drawingofbackoninghand9.jpeg,drawing of backoning hand,Explore the Best Megagiantessdestruction Art | DeviantArt,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/f19b4bb5-dc1d-425d-b1df-cc5cdcff5c9f/deh20ka-b83dd26b-5e22-4cc8-8707-22d430b32d18.png/v1/fit/w_375,h_290,q_70,strp/smaller_than_you_think_by_helloworld762_deh20ka-375w.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9OTkwIiwicGF0aCI6IlwvZlwvZjE5YjRiYjUtZGMxZC00MjVkLWIxZGYtY2M1Y2RjZmY1YzlmXC9kZWgyMGthLWI4M2RkMjZiLTVlMjItNGNjOC04NzA3LTIyZDQzMGIzMmQxOC5wbmciLCJ3aWR0aCI6Ijw9MTI4MCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.Nt27HRJCOIcYNhNiOzKxwYqLGvfhNWrFtnBXC9ZvLPE"
414,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of handshake/drawingofhandshake6.jpeg,drawing of handshake,Shaking Hands | This is a picture I drew. Due to popular dem… | Flickr,https://live.staticflickr.com/1132/1234618279_c2cfafb29d_b.jpg
415,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of handshake/drawingofhandshake7.jpeg,drawing of handshake,"Vintage Handshake Images | Free Photos, PNG Stickers, Wallpapers &  Backgrounds - rawpixel",https://images.rawpixel.com/image_png_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxOC0xMDYtcC5wbmc.png
416,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of handshake/drawingofhandshake9.jpeg,drawing of handshake,"Vintage Handshake Images | Free Photos, PNG Stickers, Wallpapers &  Backgrounds - rawpixel",https://images.rawpixel.com/image_png_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjc5LTA5OS1wLWwxNjd3cmd3LnBuZw.png
417,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of two fingers/drawingoftwofingers0.jpeg,drawing of two fingers,"Peace Sign Vectors | Free Illustrations, Drawings, PNG Clip Art, &  Backgrounds Images - rawpixel",https://images.rawpixel.com/image_png_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIzLTA1L2pvYjk2My1hLTAxMy1wLnBuZw.png
418,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of two fingers/drawingoftwofingers1.jpeg,drawing of two fingers,"Peace Sign Vectors | Free Illustrations, Drawings, PNG Clip Art, &  Backgrounds Images - rawpixel",https://images.rawpixel.com/image_png_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcyMy0wMjktcC5wbmc.png
419,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of two fingers/drawingoftwofingers2.jpeg,drawing of two fingers,Royalty-Free photo: Three human fingers with human figure drawings | PickPik,https://i2.pickpik.com/photos/261/982/460/man-woman-people-stick-figures-preview.jpg
420,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of two fingers/drawingoftwofingers3.jpeg,drawing of two fingers,how to draw raph ~hands by RassbedashTMNT on DeviantArt,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/1ffb448c-c7e9-4cac-8256-196795eca506/d939pps-50954d76-a539-446b-ab19-e78d9a04db46.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzFmZmI0NDhjLWM3ZTktNGNhYy04MjU2LTE5Njc5NWVjYTUwNlwvZDkzOXBwcy01MDk1NGQ3Ni1hNTM5LTQ0NmItYWIxOS1lNzhkOWEwNGRiNDYuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.lu0nbK3pmMItxRaiaNfQkKUfXFTOgr9Ud8FxYuGXDD0
421,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of two fingers/drawingoftwofingers5.jpeg,drawing of two fingers,to be read with the british meaning of these two fingers | Flickr,https://live.staticflickr.com/5164/5259962853_a323d5cb99_b.jpg
422,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of two fingers/drawingoftwofingers6.jpeg,drawing of two fingers,Royalty-Free photo: Person's two fingers | PickPik,https://i0.pickpik.com/photos/674/906/390/art-fingers-heart-love-preview.jpg
423,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of two fingers/drawingoftwofingers7.jpeg,drawing of two fingers,Two painted happy fingers with new idea | 💾 Marco Verch is … | Flickr,https://live.staticflickr.com/65535/49518544476_ebe071dbb3_b.jpg
424,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of two fingers/drawingoftwofingers8.jpeg,drawing of two fingers,reaching hand two by tarpalsfan on DeviantArt,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/dac54730-a1a0-49c3-ab04-e30bba0bbe63/d2dcpho-38f9f5bf-c72f-4f71-bc7a-fbd9ee0b6406.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcL2RhYzU0NzMwLWExYTAtNDljMy1hYjA0LWUzMGJiYTBiYmU2M1wvZDJkY3Boby0zOGY5ZjViZi1jNzJmLTRmNzEtYmM3YS1mYmQ5ZWUwYjY0MDYuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.647SDVXI9CchLsZVxLSUkmJQzmrIaY1jLIx-ybt3pyU
425,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of two fingers/drawingoftwofingers9.jpeg,drawing of two fingers,"Free Vectors, PNGs, Mockups & Backgrounds - rawpixel",https://images.rawpixel.com/image_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjcwLTAxMjEteC5qcGc.jpg
426,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of five fingers/drawingoffivefingers1.jpeg,drawing of five fingers,"Five Fingers Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_png_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTEyL2pvYjk1OS1lbGVtZW50LWItMDE0Mi1wXzEucG5n.png
427,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of five fingers/drawingoffivefingers2.jpeg,drawing of five fingers,"Five Fingers Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_png_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTEyL2pvYjk1OS1lbGVtZW50LWItMDE0MS1wXzEucG5n.png
428,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of five fingers/drawingoffivefingers3.jpeg,drawing of five fingers,Share 146+ hand palm drawing latest - seven.edu.vn,https://images.rawpixel.com/image_png_800/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjcyLTA5M2EtcC1sMW12OG8zZS5wbmc.png
429,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of five fingers/drawingoffivefingers4.jpeg,drawing of five fingers,5/365 catch my disease | day five: today was the first day i… | Flickr,https://live.staticflickr.com/3331/3172596111_403b8641c8_c.jpg
430,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of five fingers/drawingoffivefingers5.jpeg,drawing of five fingers,File:Sign language 5.jpg - Wikimedia Commons,https://upload.wikimedia.org/wikipedia/commons/7/7a/Sign_language_5.jpg
431,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of five fingers/drawingoffivefingers6.jpeg,drawing of five fingers,Lost One Gregory by SonicCrazyGal on DeviantArt,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/4deb4e69-1bc6-460c-8023-63cebb4d4f45/dg79ctb-9d49e32c-b07d-4860-b20f-c5f6ec48942a.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzRkZWI0ZTY5LTFiYzYtNDYwYy04MDIzLTYzY2ViYjRkNGY0NVwvZGc3OWN0Yi05ZDQ5ZTMyYy1iMDdkLTQ4NjAtYjIwZi1jNWY2ZWM0ODk0MmEuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.bZaeZ_zOGqjxfs-OtryrLcytv9iZYYqTLgcQhnFbrp4
432,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of five fingers/drawingoffivefingers7.jpeg,drawing of five fingers,Meiling reference sheet by the-childofflames on DeviantArt,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/330e109c-ddb3-4432-8fdb-48efbc86e0f8/dfhpfqq-517bdfaa-e4c9-4e10-a73f-f1ab6fd0d6ee.png/v1/fill/w_1024,h_1032,q_80,strp/meiling_reference_sheet_by_the_childofflames_dfhpfqq-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9MTAzMiIsInBhdGgiOiJcL2ZcLzMzMGUxMDljLWRkYjMtNDQzMi04ZmRiLTQ4ZWZiYzg2ZTBmOFwvZGZocGZxcS01MTdiZGZhYS1lNGM5LTRlMTAtYTczZi1mMWFiNmZkMGQ2ZWUucG5nIiwid2lkdGgiOiI8PTEwMjQifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uub3BlcmF0aW9ucyJdfQ.wQQXSxxR8IbsnmhjaVsQL2XjXib3h2_DKSMjdIrW6So"
433,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of five fingers/drawingoffivefingers8.jpeg,drawing of five fingers,"Image from page 79 of ""Drawing for beginners"" (1920) | Flickr",https://live.staticflickr.com/5564/14753317585_d2b70f0cc6_b.jpg
434,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of five fingers/drawingoffivefingers9.jpeg,drawing of five fingers,"Palm Drawing Sketch Images | Free Photos, PNG Stickers, Wallpapers &  Backgrounds - rawpixel",https://images.rawpixel.com/image_png_social_square/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIzLTA1L2pvYjk2My1hLTAxNC1wLnBuZw.png
435,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of clasped hands/drawingofclaspedhands0.jpeg,drawing of clasped hands,With hands clasped.. by EpicMyst on DeviantArt,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/9984fde1-eed7-4d1f-8aab-2515ca2886fe/d2bzk1g-243a0152-d9d5-4a36-8ef9-f116a97e524f.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzk5ODRmZGUxLWVlZDctNGQxZi04YWFiLTI1MTVjYTI4ODZmZVwvZDJiemsxZy0yNDNhMDE1Mi1kOWQ1LTRhMzYtOGVmOS1mMTE2YTk3ZTUyNGYuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.hSB5oNLy8tVHENV6XQjpPHRabqlOGHW_TzJaEEyiZmQ
436,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of clasped hands/drawingofclaspedhands2.jpeg,drawing of clasped hands,holding hands | Waithamai | Flickr,https://live.staticflickr.com/3685/12306490696_84b76d044a_b.jpg
437,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of clasped hands/drawingofclaspedhands3.jpeg,drawing of clasped hands,Hands reference sheet 12 by Kibbitzer on DeviantArt,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/a6843f1a-bf5a-490a-8c5d-ce6f92811539/db8h6t3-fc26b17b-95a5-4719-aff2-cd7a976a6ead.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcL2E2ODQzZjFhLWJmNWEtNDkwYS04YzVkLWNlNmY5MjgxMTUzOVwvZGI4aDZ0My1mYzI2YjE3Yi05NWE1LTQ3MTktYWZmMi1jZDdhOTc2YTZlYWQuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.zjgz3xaE7mas-SWCxBDnS_ep_3fckj9tNGwFJasLFk0
438,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of clasped hands/drawingofclaspedhands4.jpeg,drawing of clasped hands,"Praying Holding Hands Images | Free Photos, PNG Stickers, Wallpapers &  Backgrounds - rawpixel",https://images.rawpixel.com/image_png_social_square/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcyNS0xMzYtcC5wbmc.png
439,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of clasped hands/drawingofclaspedhands5.jpeg,drawing of clasped hands,"Hand gesture clipart, sign language | Free PSD - rawpixel",https://images.rawpixel.com/image_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIzLTA0L2pvYjk3MC1lbGVtZW50LTIyNi12XzIuanBn.jpg
440,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of clasped hands/drawingofclaspedhands6.jpeg,drawing of clasped hands,inktober2017 “United” | Howard J | Flickr,https://live.staticflickr.com/4498/37985416502_5825166ca1_b.jpg
441,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of clasped hands/drawingofclaspedhands7.jpeg,drawing of clasped hands,Hands sketches by Catharsiscath on DeviantArt,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/8b16fcc4-fb73-4472-a6f6-6b1f16149b94/dfxzglt-df5d2af1-7fe7-4afa-9fa1-11bf94da03cf.jpg/v1/fill/w_1280,h_1745,q_75,strp/hands_sketches_by_catharsiscath_dfxzglt-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzhiMTZmY2M0LWZiNzMtNDQ3Mi1hNmY2LTZiMWYxNjE0OWI5NFwvZGZ4emdsdC1kZjVkMmFmMS03ZmU3LTRhZmEtOWZhMS0xMWJmOTRkYTAzY2YuanBnIiwiaGVpZ2h0IjoiPD0xNzQ1Iiwid2lkdGgiOiI8PTEyODAifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uud2F0ZXJtYXJrIl0sIndtayI6eyJwYXRoIjoiXC93bVwvOGIxNmZjYzQtZmI3My00NDcyLWE2ZjYtNmIxZjE2MTQ5Yjk0XC9jYXRoYXJzaXNjYXRoLTQucG5nIiwib3BhY2l0eSI6OTUsInByb3BvcnRpb25zIjowLjQ1LCJncmF2aXR5IjoiY2VudGVyIn19.5pU1sjeQ05cG7O7T9GPnTHubwmzocu4M8HPQMj0EvEM"
442,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of clasped hands/drawingofclaspedhands8.jpeg,drawing of clasped hands,Royalty-Free photo: Drawing hand | PickPik,https://i1.pickpik.com/photos/423/347/695/drawing-ballerina-dance-pencil-preview.jpg
443,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of clasped hands/drawingofclaspedhands9.jpeg,drawing of clasped hands,File:A line drawing of a doctor leaning forward at their computer desk with  their hands clasped together and explaining something.jpg - Wikimedia  Commons,https://upload.wikimedia.org/wikipedia/commons/6/68/A_line_drawing_of_a_doctor_leaning_forward_at_their_computer_desk_with_their_hands_clasped_together_and_explaining_something.jpg
